to_user_id,cost
13,1488.0
15,944.0
16,2112.0
20,4896.0
83,640.0
88,624.0
112,3472.0
113,1904.0
231,336.0
235,1216.0
239,64.0
271,1600.0
277,1056.0
282,640.0
307,1552.0
313,1072.0
352,576.0
366,688.0
374,80.0
376,1040.0
380,240.0
382,768.0
388,480.0
395,1600.0
396,1264.0
397,320.0
398,1120.0
401,160.0
402,976.0
403,192.0
404,112.0
405,240.0
406,448.0
409,368.0
413,832.0
414,48.0
427,528.0
430,2032.0
432,48.0
436,1664.0
437,2992.0
441,288.0
451,80.0
486,464.0
542,528.0
549,112.0
587,48.0
600,592.0
611,400.0
623,5632.0
633,384.0
646,192.0
754,240.0
760,336.0
772,192.0
784,288.0
826,6080.0
841,2288.0
858,96.0
890,160.0
905,272.0
913,1344.0
937,3552.0
948,528.0
995,4448.0
997,944.0
999,352.0
1030,432.0
1111,1072.0
1118,40592.0
1130,6176.0
1144,576.0
1172,192.0
1186,288.0
1233,1200.0
1244,1136.0
1278,1568.0
1312,1152.0
1316,640.0
1326,976.0
1344,432.0
1354,1200.0
1382,1408.0
1432,2784.0
1444,496.0
1445,96.0
1471,400.0
1494,368.0
1505,240.0
1509,960.0
1567,160.0
1597,112.0
1600,3328.0
1603,128.0
1604,1248.0
1607,48.0
1617,384.0
1636,640.0
1648,6368.0
1660,320.0
1711,336.0
1713,128.0
1753,416.0
1780,48.0
1783,1952.0
1788,896.0
1797,1696.0
1800,28064.0
1810,432.0
1813,528.0
1822,3568.0
1885,320.0
1893,640.0
1949,560.0
1981,352.0
1998,752.0
1999,112.0
2017,1616.0
2024,560.0
2035,1056.0
2067,208.0
2078,320.0
2091,48.0
2097,224.0
2104,704.0
2105,336.0
2135,2592.0
2136,21552.0
2190,656.0
2214,368.0
2220,48.0
2222,656.0
2250,96.0
2266,736.0
2275,1632.0
2282,624.0
2292,832.0
2295,448.0
2308,176.0
2313,1120.0
2328,2640.0
2333,192.0
2346,640.0
2370,704.0
2388,240.0
2397,736.0
2402,192.0
2410,2512.0
2426,688.0
2446,400.0
2482,304.0
2495,448.0
2511,240.0
2543,240.0
2547,176.0
2554,144.0
2576,9088.0
2593,656.0
2608,224.0
2616,464.0
2649,544.0
2661,736.0
2667,496.0
2668,752.0
2723,1520.0
2729,96.0
2744,352.0
2746,1424.0
2780,208.0
2802,384.0
2814,352.0
2820,528.0
2836,224.0
2842,96.0
2854,112.0
2925,48.0
2937,96.0
2947,192.0
2955,144.0
2956,352.0
2958,1104.0
2961,48.0
2965,976.0
2972,3536.0
2975,1088.0
2979,720.0
3081,6064.0
3084,2048.0
3103,320.0
3106,224.0
3140,2256.0
3148,192.0
3167,160.0
3171,4272.0
